Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
2.67,2383.7473736,0,53,1,0,1,1,0,1,1,0,1,1,1,6
1.44,552,0,74,1,0,0,1,0,0,1,0,1,0,0,2
1.08,166461,0,23,1,0,0,1,1,0,0,1,1,0,0,5
0.97,2247,1,23,1,0,0,1,0,0,1,0,1,0,0,6
6.36,3767,0,24,1,0,1,1,0,0,1,0,1,0,0,8
0.52,8544,0,22,1,0,0,1,0,0,1,0,1,0,0,5
0.24,4.0934906872,0,26,0,0,1,0,0,1,0,0,0,1,1,1
1.16,40055,0,31,0,0,0,0,1,0,0,1,0,0,0,3
0.11,6.8785175341,1,33,0,0,0,0,0,1,1,0,0,1,1,2
0.11,5.5938187128,0,33,1,0,1,0,0,1,1,0,0,1,1,2
1.39,500,0,30,1,0,0,1,0,0,1,0,1,0,0,5
0.48,111,0,29,1,0,0,0,0,1,0,0,0,1,1,4
1.15,38584,0,29,1,0,0,0,1,0,1,1,0,0,0,4
3.35,76203,0,27,0,0,1,0,1,0,0,1,0,0,0,4
0.54,5500,0,31,0,0,0,0,1,0,1,1,0,0,0,3
0.8,16000,0,32,1,0,1,0,1,0,0,1,0,0,0,4
1.13,22980,0,32,1,0,0,0,1,0,0,1,0,0,0,4
1.86,49946,0,28,1,0,0,0,1,0,0,1,0,0,0,3
0.2,81,0,32,1,0,0,0,0,1,1,0,0,1,1,1
1.01,22501,0,32,0,0,0,0,1,0,1,1,0,0,0,4
1.29,156,0,26,1,0,0,0,0,1,1,0,0,1,1,3
3.59,15000,0,32,1,0,0,0,1,0,0,1,0,0,0,8
2.16,1605.794999,1,34,1,0,0,1,0,1,1,0,1,1,1,4
0.55,36392,0,26,1,0,0,0,1,0,1,1,0,0,0,0
0.51,1990,0,31,1,0,0,1,0,0,1,0,1,0,0,8
0.69,181,0,27,1,0,0,0,0,1,1,0,0,1,1,4
1.7,35000,1,34,1,0,0,0,1,0,0,1,0,0,0,4
0.09,7.2241906343,0,30,1,0,0,0,0,1,1,0,0,1,1,6
0.2,15000,0,34,1,0,0,0,1,0,1,1,0,0,0,6
0.02,2.8853795365,0,31,1,0,0,0,0,1,1,0,0,1,1,2
0.29,7.6543375466,0,30,0,0,0,0,0,1,1,0,0,1,1,4
0.31,134,0,28,1,0,0,0,0,1,1,0,0,1,1,4
9.72,26318,0,29,1,0,1,1,0,0,1,0,1,0,0,3
1.97,5776,0,26,1,0,0,1,0,0,0,0,1,0,0,8
1.61,30000,0,40,1,0,0,0,1,0,1,1,0,0,0,9
3.82,5606,0,37,1,1,0,1,0,1,1,1,1,1,1,6
0.24,196,0,40,1,0,0,0,0,1,1,0,0,1,1,7
1.52,50175,0,38,1,0,0,0,1,0,1,1,0,0,0,6
17.04,43162,1,45,1,0,0,0,1,0,0,1,0,0,0,0
1.15,38500,0,41,1,0,0,0,1,0,1,1,0,0,0,5
0.22,8875,0,37,1,0,0,0,1,0,1,1,0,0,0,7
1.16,35000,0,37,1,0,0,0,1,0,0,1,0,0,0,8
0.85,9924,0,37,1,0,0,0,1,0,0,1,0,0,0,3
1.28,50001.262986,0,37,1,0,0,0,1,1,0,1,0,1,1,6
1.75,43059,0,43,1,0,1,0,1,1,0,1,0,1,1,9
0.41,20000,0,42,1,0,1,0,1,0,0,1,0,0,0,11
1.24,4889,0,41,1,0,1,0,0,1,1,0,0,1,1,7
2.23,58986,0,38,1,0,0,0,1,0,0,1,0,0,0,6
2.25,55946,0,42,1,0,0,0,1,0,1,1,0,0,0,6
0.15,41,0,42,1,0,1,0,0,1,1,0,0,1,1,7
1.23,80000,0,44,1,0,0,0,1,0,0,1,0,0,0,2
0.58,219,0,38,1,0,1,0,1,1,0,0,0,1,1,7
0.4,35,1,42,1,0,1,0,0,1,1,0,0,1,1,11
6.36,2000,0,38,1,1,0,1,0,0,0,1,1,0,0,6
0.19,81,0,43,1,0,1,0,0,1,0,0,0,1,1,5
1.18,591,0,40,1,0,1,1,0,1,0,0,1,1,1,3
2.96,17652,0,43,0,0,0,0,1,1,0,1,0,1,1,5
5.56,6000,0,43,1,0,0,0,1,0,0,1,0,0,0,4
2.26,14950,0,36,1,0,1,0,1,0,0,1,0,0,0,4
2.38,34200,0,38,1,0,0,0,1,0,1,1,0,0,0,8
1.05,10000,0,42,1,0,0,0,1,0,1,1,0,0,0,3
8.33,37000,0,40,1,0,0,0,1,0,1,1,0,0,0,9
0.63,21,1,44,1,0,0,0,0,1,0,0,0,1,1,7
0.24,231.79600507,0,40,1,1,1,0,0,1,1,1,0,1,1,11
7.29,12051,0,43,0,0,1,0,0,1,0,0,0,1,1,7
1.82,34243,0,44,0,0,0,0,1,0,0,1,0,0,0,3
3.52,40475,1,42,1,0,0,0,1,0,0,1,0,0,0,8
1.76,85000,0,36,0,0,1,0,1,0,0,1,0,0,0,3
5.1,2000,1,36,1,0,0,1,0,0,1,0,1,0,0,7
3.44,2229,0,39,1,0,0,1,0,0,1,0,1,0,0,8
2.62,4553,0,44,0,0,1,1,0,0,0,0,1,0,0,6
0.57,8400,0,63,0,0,0,0,1,0,1,1,0,0,0,9
0.76,11500,0,47,0,0,0,0,1,0,0,1,0,0,0,5
0.03,1.1813221365,1,59,1,0,0,0,0,1,0,0,0,1,1,1
2.21,25000,0,57,0,0,0,0,1,0,0,1,0,0,0,6
10.88,105845,0,54,1,0,0,0,1,0,1,1,0,0,0,6
0.08,53,0,57,1,0,1,0,0,1,1,0,0,1,1,5
1.43,66,0,58,1,0,1,0,0,1,1,0,0,1,1,7
0.49,20,0,55,0,0,1,0,0,1,1,0,0,1,1,1
0.99,12070,0,49,1,0,0,1,1,0,1,1,1,0,0,6
2.32,12000,0,56,0,0,0,0,1,0,0,1,0,0,0,6
2.13,20000,0,58,1,0,1,0,1,0,0,1,0,0,0,8
0.25,5000,0,47,0,0,0,0,1,0,1,1,0,0,0,4
0.98,8000,0,54,1,0,1,0,1,0,0,1,0,0,0,1
0.01,0.4331053707,0,57,1,0,0,0,1,0,0,1,0,0,0,4
1.28,6696,0,57,1,0,1,0,1,1,0,1,0,1,1,5
1.18,22000,0,54,1,0,0,0,1,0,1,1,0,0,0,5
0.17,12,0,58,0,0,0,0,0,1,0,0,0,1,1,1
1.41,42825,0,65,0,0,0,0,1,0,1,1,0,0,0,8
0.14,6.6639121793,0,65,0,0,0,0,0,1,1,0,0,1,1,3
1.67,8085,1,46,1,0,0,1,0,0,1,0,1,0,0,7
1.46,6236.1719577,0,56,1,0,0,1,0,1,1,0,1,1,1,8
1.34,20300,1,55,1,0,1,0,1,0,1,1,0,0,0,6
0.82,42484,0,59,1,0,0,0,1,1,1,1,0,1,1,3
0.11,10,0,62,1,0,0,0,0,1,1,0,0,1,1,6
1.59,18327,1,60,1,0,0,0,1,0,0,1,0,0,0,0
0.59,50.783983312,0,49,1,0,1,0,1,1,1,1,0,1,1,5
2.08,54982,0,47,0,0,1,0,1,0,0,1,0,0,0,6
0.72,79,0,60,1,0,1,0,0,1,1,0,0,1,1,11
1.38,558,0,50,1,0,0,1,0,0,1,0,1,0,0,8
0.3,199,0,58,1,0,0,0,0,1,0,0,0,1,1,9
4.35,4051,0,59,1,0,0,0,0,1,1,0,0,1,1,7
0.27,140,0,49,0,0,0,0,0,1,0,0,0,1,1,6
0.14,16,1,53,1,0,1,0,0,1,0,0,0,1,1,8
6.01,5693,0,46,1,0,0,1,0,1,1,0,1,1,1,4
2.88,3505,0,58,1,0,1,1,0,0,0,0,1,0,0,3
2.39,27000,0,48,1,0,0,0,1,0,0,1,0,0,0,6
0.59,55.580781883,0,48,0,0,0,0,1,1,1,0,0,1,1,7
0.2,40,0,50,0,0,0,0,0,1,1,0,0,1,1,6
0.14,100,0,47,0,0,1,0,0,1,1,0,0,1,1,5
0.36,30,0,59,1,0,1,0,0,1,1,0,0,1,1,10
0.51,1010,0,48,0,0,0,0,0,1,0,0,0,1,1,8
0.58,15560,1,58,1,0,1,0,1,0,0,1,0,0,0,0
1.38,5000,0,50,1,0,1,1,0,0,1,0,1,0,0,9
0.94,21950,0,58,1,0,0,0,1,0,1,1,0,0,0,8
2.74,28000,1,48,1,0,1,0,1,0,1,1,0,0,0,4
0.4,11049,0,56,1,0,1,0,1,1,1,1,0,1,1,5
0.14,5.0408994616,0,59,0,0,1,0,0,1,1,0,0,1,1,9
0.65,3706,0,58,1,0,0,1,0,0,1,0,1,0,0,6
0.5,15,0,59,1,0,1,0,0,1,0,0,0,1,1,11
0.34,75,0,58,1,0,1,0,0,1,1,0,0,1,1,10
0.28,46,0,50,0,0,0,0,0,1,1,0,0,1,1,4
0.69,11600,0,61,1,0,1,0,1,0,1,1,0,0,0,3
1.79,48025,0,48,1,0,0,0,1,0,0,1,0,0,0,6
0.86,18000,0,56,0,0,1,0,1,0,1,1,0,0,0,4
0.45,188.3294744,0,46,1,0,1,0,1,1,1,0,0,1,1,4
0.34,75000,1,52,1,0,0,0,1,0,0,1,0,0,0,4
0.53,30,0,54,0,0,1,0,0,1,1,0,0,1,1,2
2.77,15000,0,63,0,0,0,0,1,0,1,1,0,0,0,7
2.12,14246,0,49,1,0,0,0,1,1,0,1,0,1,1,8
6.34,4000,0,63,0,0,0,0,0,1,1,0,0,1,1,6
0.2,9.8190971044,0,59,1,0,0,0,0,1,0,0,0,1,1,6
0.16,9.3285572479,0,53,1,0,1,0,0,1,0,0,0,1,1,7
0.27,45,0,48,1,0,1,0,0,1,1,0,0,1,1,4
0.66,81,0,57,1,0,0,0,0,1,1,0,0,1,1,15
0.33,1125,0,50,1,0,1,1,0,0,1,0,1,0,0,10
4.6,14111,0,23,1,0,0,1,0,1,0,0,1,1,1,4
0.99,19400,0,32,1,0,0,0,1,0,0,1,0,0,0,4
1.56,151,0,32,1,0,0,0,0,1,1,0,0,1,1,5
0.91,1750,0,34,1,0,0,1,0,0,1,0,1,0,0,3
3.38,2272,0,34,1,0,0,1,0,1,1,0,1,1,1,5
0.71,14230,0,26,1,1,0,1,0,0,0,1,1,0,0,8
1.76,12000,0,30,0,0,1,0,1,0,0,1,0,0,0,3
1.78,7521,0,31,1,0,0,1,0,0,1,0,1,0,0,4
0.23,30,0,33,0,0,0,0,0,1,0,0,0,1,1,3
0.51,40,0,28,1,0,0,0,0,1,0,0,0,1,1,5
6.14,55706,0,29,0,0,0,0,1,0,0,1,0,0,0,7
1.63,1032,0,31,0,0,0,0,0,1,1,0,0,1,1,4
0.66,4098,0,31,1,0,0,1,0,0,1,0,1,0,0,2
1.62,37753,0,43,0,0,0,0,1,0,0,1,0,0,0,8
0.83,5400,0,44,1,0,0,0,1,0,1,1,0,0,0,5
0.99,187,0,37,1,0,0,0,0,1,1,0,0,1,1,3
5.44,6294,0,37,1,0,0,1,0,0,1,0,1,0,0,5
3.43,4280,0,37,1,0,0,1,0,0,0,0,1,0,0,4
4.47,5210,0,37,1,0,0,0,1,0,1,1,0,0,0,6
3.73,2398,0,36,1,0,1,1,0,1,1,0,1,1,1,8
2.05,2186,0,44,1,1,0,0,1,1,1,1,0,1,1,15
2.91,2989,0,40,1,0,1,1,0,1,0,0,1,1,1,5
1.01,5830,0,39,1,0,0,1,0,0,1,0,1,0,0,8
2.08,644,0,44,1,1,1,1,0,1,1,1,1,1,1,8
0.63,3413,0,40,1,1,0,1,0,0,1,1,1,0,0,9
3.08,4285,0,44,1,0,0,1,0,0,1,0,1,0,0,6
0.27,14,0,42,1,0,1,0,0,1,0,0,0,1,1,3
2.28,5734,0,45,0,0,0,1,0,0,1,0,1,0,0,3
0.4,50,0,36,1,0,0,0,0,1,1,0,0,1,1,2
15.15,10231,0,38,1,1,0,1,0,0,1,1,1,0,0,7
1.06,2106,0,36,1,0,1,1,0,0,1,0,1,0,0,6
2.16,131,0,36,1,0,1,0,0,1,1,0,0,1,1,4
0.02,1.6943466466,0,63,0,1,0,0,0,0,1,1,0,0,0,3
4.22,4050,0,51,1,0,0,1,1,0,0,0,1,0,0,2
7.95,20277.202614,0,47,1,0,1,0,1,1,1,1,0,1,1,7
3.71,3478,0,56,1,0,0,1,0,0,1,0,1,0,0,5
1.44,2260,0,46,1,0,0,1,0,0,1,0,1,0,0,9
1.04,47059,0,56,0,0,0,0,1,0,0,1,0,0,0,0
1.23,40307,0,59,1,0,0,0,1,0,0,1,0,0,0,2
0.3,45,0,55,1,0,1,0,1,1,1,0,0,1,1,8
1.1,21879,0,62,1,0,1,0,1,1,1,1,0,1,1,2
3.83,37050,0,64,1,0,0,0,1,0,0,1,0,0,0,3
1.8,14428.126933,0,61,1,0,0,0,1,1,1,1,0,1,1,5
6.44,31200,0,46,1,0,0,0,1,0,0,1,0,0,0,8
3.04,16470,0,61,1,0,1,0,1,0,0,1,0,0,0,8
0.97,40050,0,65,1,0,1,0,1,1,1,1,0,1,1,2
2.88,40000,0,58,1,0,0,0,1,0,0,1,0,0,0,0
0.25,30,0,54,1,0,0,0,0,1,1,0,0,1,1,7
0.94,4845,1,64,1,0,0,1,0,0,1,0,1,0,0,5
2.22,4650,0,55,1,0,0,1,0,0,0,0,1,0,0,9
1.44,553.93831941,0,60,1,0,0,1,0,1,1,0,1,1,1,2
0.56,132,0,58,1,0,1,0,0,1,1,0,0,1,1,1
1.1,10562,0,59,0,0,0,0,1,0,0,1,0,0,0,3
1.79,22000,0,63,1,0,0,0,1,0,0,1,0,0,0,5
6.45,21500,0,58,1,0,0,0,1,0,1,1,0,0,0,5
3.32,2838,0,52,1,0,0,1,0,1,1,0,1,1,1,1
1.59,36500,1,49,0,0,1,0,1,0,1,1,0,0,0,2
11.73,10000,0,52,1,0,0,1,0,0,1,0,1,0,0,1
0.46,20,0,62,1,0,1,0,0,1,0,0,0,1,1,10
1.99,1176,0,63,1,0,0,1,1,1,1,0,1,1,1,2
0.92,10937,0,58,0,0,0,0,1,0,1,1,0,0,0,8
4.49,1801,0,53,1,0,0,1,1,0,1,0,1,0,0,0
0.4,30113.072088,1,50,1,0,1,0,1,1,0,1,0,1,1,7
2.27,6088,0,60,1,0,0,1,0,1,0,0,1,1,1,2
0.74,53.272852707,0,48,1,0,0,0,0,1,1,0,0,1,1,7
0.25,20,0,62,1,0,0,0,0,1,1,0,0,1,1,10
0.55,40,0,56,0,0,0,0,0,1,1,0,0,1,1,9
0.87,7000,0,33,1,0,0,0,1,0,1,1,0,0,0,6
2.5,158,1,28,1,0,0,0,0,1,0,0,0,1,1,1
4.21,2000,0,35,1,0,0,1,0,0,1,0,1,0,0,8
2.67,152,0,33,1,0,0,0,0,1,0,0,0,1,1,5
3.18,40693,0,42,1,0,0,0,1,0,1,1,0,0,0,9
4.2,8088,0,41,1,0,0,1,0,1,1,0,1,1,1,9
2.12,45684,0,40,1,0,0,0,1,0,1,1,0,0,0,3
1.82,5118,0,45,1,0,1,0,0,1,1,0,0,1,1,8
2.08,76632,0,43,1,0,0,0,1,0,1,1,0,0,0,4
4.9,10842,1,39,0,0,0,0,0,1,1,0,0,1,1,5
3.13,30875,0,44,0,0,1,0,1,0,1,1,0,0,0,4
0.72,8509.8285462,0,55,0,0,0,0,1,1,0,1,0,1,1,4
0.25,20000,0,54,1,0,0,0,1,0,0,1,0,0,0,0
3.05,30000,0,48,1,0,0,0,1,0,1,1,0,0,0,0
1.21,8000,0,49,1,0,0,0,1,0,0,1,0,0,0,0
7.38,1929,0,55,1,0,0,1,0,1,1,0,1,1,1,7
1.02,33278,0,52,1,0,1,0,1,0,1,1,0,0,0,0
1.7,35196,0,60,1,0,0,0,1,1,0,1,0,1,1,5
1.51,235,1,65,0,0,1,0,0,1,1,0,0,1,1,1
16.44,5000,0,56,1,0,1,0,0,1,1,0,0,1,1,2
0.06,41,0,49,1,1,1,0,1,1,0,1,0,1,1,16
1.28,41800,0,48,0,0,1,0,1,0,1,1,0,0,0,3
0.47,12300,1,51,0,0,0,1,1,0,0,1,1,0,0,4
1.17,93,0,57,0,0,0,0,0,1,1,0,0,1,1,2
0.12,160,0,60,1,0,1,0,0,1,1,0,0,1,1,6
2.76,3103.1160795,0,53,1,0,0,1,0,1,0,0,1,1,1,8
0.55,2000,0,54,1,1,0,1,0,0,0,1,1,0,0,15
2.2,13996,0,46,1,0,0,0,0,1,1,0,0,1,1,7
7.13,34249,0,33,0,0,0,0,1,0,0,1,0,0,0,0
1.95,8386,0,33,1,0,0,1,0,0,1,0,1,0,0,9
2.31,13563,1,34,1,0,0,1,0,0,1,0,1,0,0,6
0.88,22263,0,35,1,0,1,0,1,1,0,1,0,1,1,1
0.13,7.2738779184,1,28,1,0,0,0,0,1,0,0,0,1,1,6
0.43,217,0,41,1,0,0,0,0,1,0,0,0,1,1,11
8.65,21256,1,42,1,0,1,1,0,0,0,0,1,0,0,2
1.52,3487,0,37,1,0,0,1,0,0,1,0,1,0,0,3
1.87,15000,0,65,1,0,1,0,1,0,0,1,0,0,0,1
1.7,406,1,48,1,0,0,0,0,1,1,0,0,1,1,5
0.37,238,0,49,1,0,1,0,0,1,1,0,0,1,1,5
6.26,12644,0,53,1,0,0,1,0,0,0,0,1,0,0,4
0.74,6770,0,46,1,0,0,0,1,1,1,1,0,1,1,3
0.65,100,0,52,1,0,1,0,1,1,1,0,0,1,1,3
0.76,100,0,50,1,1,0,0,1,1,0,1,0,1,1,11
6.66,6000,0,48,1,0,0,1,0,0,1,0,1,0,0,6
4.49,4502.3857155,0,51,1,0,0,1,0,1,1,0,1,1,1,15
0.59,11000,0,25,1,0,0,0,1,0,1,1,0,0,0,3
0.07,30,0,32,1,0,0,0,0,1,1,0,0,1,1,6
1.51,19241,0,29,0,0,0,0,1,0,1,1,0,0,0,4
1.29,50081,0,35,1,0,0,0,1,0,1,1,0,0,0,7
0.92,10841.68736,1,33,1,0,0,0,1,1,1,1,0,1,1,5
1.54,4301,1,33,1,0,0,1,0,1,1,0,1,1,1,8
0.61,24627,0,35,1,0,0,0,1,1,0,1,0,1,1,6
11.35,49200,0,31,1,0,0,0,1,0,1,1,0,0,0,7
0.67,8.8757331571,0,34,1,0,0,0,0,1,0,0,0,1,1,15
1.54,70,1,28,1,0,0,0,0,1,1,0,0,1,1,6
0.69,35000,0,29,1,0,0,0,1,0,0,1,0,0,0,5
5.91,2309.7608837,0,30,1,0,1,1,0,1,1,0,1,1,1,8
1.03,2000,0,26,1,0,0,1,0,0,1,0,1,0,0,6
2.17,16369,1,33,1,0,0,0,1,1,0,1,0,1,1,4
2.06,1563,0,27,1,0,0,1,0,0,0,0,1,0,0,2
2.56,35132,0,31,1,0,0,0,1,1,0,1,0,1,1,4
11.47,13500,0,31,1,0,0,1,0,1,0,0,1,1,1,9
7.28,5450,0,31,1,0,1,1,0,0,0,0,1,0,0,8
0.6,1000,0,34,0,0,1,1,0,0,1,0,1,0,0,1
0.8,6299,0,34,1,1,0,1,0,0,0,1,1,0,0,5
2.31,3035,1,34,1,0,1,1,0,1,1,0,1,1,1,7
3.46,13852,0,31,1,0,1,1,0,1,0,0,1,1,1,7
1.7,4069,0,33,1,0,0,1,0,0,1,0,1,0,0,8
0.54,307,0,27,1,0,0,0,0,1,0,0,0,1,1,1
2.26,2533,0,32,1,0,0,1,0,1,1,0,1,1,1,6
10.24,8304,0,27,1,0,0,1,0,0,1,0,1,0,0,3
2.12,51,0,35,0,0,0,0,0,1,1,0,0,1,1,5
0.13,95,0,26,1,0,0,0,0,1,0,0,0,1,1,5
0.09,3.389155992,0,28,1,0,0,0,0,1,1,0,0,1,1,7
0.18,8.5752921638,0,31,1,0,0,0,0,1,0,0,0,1,1,1
5.77,14854.563473,0,34,1,0,1,1,1,1,1,0,1,1,1,7
1.01,215,0,28,1,0,0,0,0,1,0,0,0,1,1,6
4.47,85000,0,29,0,0,0,0,1,0,1,1,0,0,0,8
0.19,56,0,31,1,0,0,0,0,1,1,0,0,1,1,6
0.58,100,0,28,0,0,1,0,0,1,1,0,0,1,1,1
0.92,33247,0,40,1,0,1,1,1,0,0,1,1,0,0,4
6.95,20000,0,36,1,0,0,1,1,0,0,1,1,0,0,4
1.46,30000,0,41,1,0,0,0,1,0,1,1,0,0,0,6
5.15,19843,0,44,0,0,0,0,1,0,1,1,0,0,0,5
7.18,5889,0,38,1,0,1,1,0,1,1,0,1,1,1,8
1.33,5389,1,40,1,0,0,1,0,0,1,0,1,0,0,5
1.02,30000,0,44,1,0,0,0,1,0,1,1,0,0,0,7
0.52,9400,0,41,0,0,1,0,1,0,0,1,0,0,0,4
0.68,903,1,39,0,0,0,1,0,0,1,0,1,0,0,4
0.47,25000,0,41,0,0,0,0,1,0,0,1,0,0,0,3
1.66,55296,0,42,1,0,0,1,1,0,0,1,1,0,0,8
1.86,16685,0,43,1,0,0,0,1,0,0,1,0,0,0,0
0.62,60,1,36,1,0,0,0,0,1,1,0,0,1,1,4
1.32,267,0,37,1,0,0,0,0,1,1,0,0,1,1,6
0.93,551,0,37,0,0,0,1,0,0,1,0,1,0,0,4
1.06,147,0,37,0,0,0,0,0,1,0,0,0,1,1,4
1.73,1323,0,42,1,0,0,1,0,0,0,0,1,0,0,8
1.63,27000,1,43,1,0,0,0,1,0,1,1,0,0,0,7
1.99,5370,0,38,1,0,0,0,1,0,1,1,0,0,0,0
1.4,21750,0,41,0,0,0,0,1,0,0,1,0,0,0,7
7.31,25500,0,38,0,0,0,1,1,0,0,1,1,0,0,5
0.04,5.5284548809,1,37,0,0,0,0,0,1,1,0,0,1,1,3
0.52,40,0,39,1,0,0,0,0,1,1,0,0,1,1,7
1.45,2584,0,40,1,0,0,1,0,0,0,0,1,0,0,8
6.68,19099,0,43,1,0,0,1,1,0,1,1,1,0,0,5
2.55,65485,0,41,1,0,0,0,1,0,1,1,0,0,0,9
5.47,2318,0,37,0,0,0,1,0,1,1,0,1,1,1,5
9.12,22572.907507,0,49,1,1,0,1,0,1,0,1,1,1,1,9
0.95,2505,0,61,0,1,0,1,1,0,1,1,1,0,0,9
1.17,15000,1,46,1,0,0,0,1,0,0,1,0,0,0,0
1.01,35000,0,64,1,0,1,0,1,0,1,1,0,0,0,0
1.51,1799,0,56,1,0,0,1,0,0,1,0,1,0,0,5
0.02,1.3246187192,0,48,1,1,1,0,0,0,0,1,0,0,0,3
1.15,3486,0,60,1,0,0,1,0,0,1,0,1,0,0,5
2.16,58510,0,65,0,0,1,0,1,0,1,1,0,0,0,0
0.4,38614,0,48,1,0,0,0,1,1,1,1,0,1,1,5
1.4,30389,0,52,1,0,0,0,1,1,1,1,0,1,1,5
1.73,28864,0,49,1,0,0,0,1,1,0,1,0,1,1,6
1.78,27302.736134,0,46,1,0,0,0,1,1,1,1,0,1,1,5
2.34,1000,0,46,1,0,1,1,0,0,1,0,1,0,0,6
0.88,71000,0,46,0,0,0,0,1,0,0,1,0,0,0,7
0.87,43155,0,56,1,0,0,0,1,0,1,1,0,0,0,0
0.08,5.9773053583,0,48,1,0,0,0,0,1,0,0,0,1,1,2
1.89,38462,0,58,1,0,0,0,1,0,1,1,0,0,0,7
0.16,8000,0,50,1,0,0,0,1,0,0,1,0,0,0,5
2.7,15003.800075,0,47,0,0,0,0,1,1,1,1,0,1,1,12
2.32,5000,0,56,1,0,1,0,0,1,1,0,0,1,1,5
1.46,4931,0,51,1,0,0,1,0,0,1,0,1,0,0,5
8.32,22668,0,55,1,0,0,1,1,0,1,1,1,0,0,1
1.21,32000,0,54,1,0,0,0,1,0,1,1,0,0,0,7
0.87,10000,0,59,0,0,0,0,1,0,0,1,0,0,0,0
0.81,27000,0,52,0,0,0,0,1,0,0,1,0,0,0,5
2.66,34008.100012,0,64,0,0,1,0,1,1,0,1,0,1,1,5
5.6,3608,0,47,1,0,0,1,0,1,0,0,1,1,1,3
0.78,1134,0,56,1,0,0,1,0,1,1,0,1,1,1,4
0.12,20,0,53,0,0,0,0,0,1,0,0,0,1,1,9
15.95,4700,0,50,1,0,0,1,0,0,1,0,1,0,0,5
0.45,50,1,58,0,0,1,0,0,1,1,0,0,1,1,2
1.16,5487.8849605,0,48,1,0,0,1,0,1,0,0,1,1,1,11
0.92,19090,0,58,0,0,0,0,1,0,0,1,0,0,0,4
1,24900,0,62,1,0,1,0,1,1,0,1,0,1,1,4
1.1,124,1,56,1,0,0,0,0,1,1,0,0,1,1,9
0.9,125,0,55,0,0,1,0,0,1,1,0,0,1,1,15
4.3,1500,0,59,0,0,0,1,0,0,1,0,1,0,0,6
1.12,17000,0,47,0,0,0,0,1,0,0,1,0,0,0,5
2.79,30000,0,47,1,0,0,0,1,0,1,1,0,0,0,7
2.26,32500,0,57,1,0,0,0,1,0,0,1,0,0,0,7
1.53,34500,0,60,1,0,1,0,1,0,1,1,0,0,0,4
0.84,10150,0,50,1,0,0,0,1,0,1,1,0,0,0,4
0.83,27125,0,49,0,0,1,1,1,0,0,1,1,0,0,3
0.72,22200,0,50,0,0,1,0,1,0,0,1,0,0,0,4
1.99,2000,0,49,1,0,1,1,0,0,0,0,1,0,0,5
1.37,1500,0,47,1,0,0,1,0,0,0,0,1,0,0,6
1.73,1751,0,65,0,0,0,1,0,0,1,0,1,0,0,5
3.06,28000,0,61,1,0,0,0,1,0,1,1,0,0,0,0
1.97,17969,0,61,1,0,1,0,0,1,1,0,0,1,1,8
1.84,31500,0,57,1,0,0,0,1,0,0,1,0,0,0,5
1.31,2862,0,51,0,0,0,1,0,0,1,0,1,0,0,9
3.94,2304,0,53,1,0,1,1,0,1,0,0,1,1,1,10
1.25,203,0,46,1,0,1,0,0,1,1,0,0,1,1,7
2.4,1850,0,24,0,0,1,1,0,0,1,0,1,0,0,3
0.68,88,1,21,0,0,1,0,0,1,1,0,0,1,1,2
0.31,83,0,23,1,0,0,0,0,1,1,0,0,1,1,0
3.77,15000,0,35,1,0,0,0,1,0,0,1,0,0,0,0
1.84,37000,0,30,1,0,0,0,1,0,1,1,0,0,0,0
1.1,50,0,32,1,0,0,0,0,1,1,0,0,1,1,7
5.81,32474,0,31,0,0,0,0,1,0,1,1,0,0,0,4
1.41,42300,0,35,1,0,0,0,1,0,1,1,0,0,0,6
1.91,47934,0,29,1,0,0,1,1,0,1,1,1,0,0,4
0.8,13500,1,27,1,0,1,0,1,0,1,1,0,0,0,3
1.54,40000,0,31,0,0,0,0,1,0,1,1,0,0,0,6
2.6,8620.6947841,0,35,1,0,0,1,0,1,1,0,1,1,1,7
4.46,4716.8445864,0,28,1,1,0,1,1,1,1,1,1,1,1,6
0.41,3466,0,27,1,0,0,1,0,0,1,0,1,0,0,7
0.55,957,0,32,1,0,0,1,0,0,1,0,1,0,0,0
0.56,32.893661327,0,34,0,0,0,0,0,1,1,0,0,1,1,1
0.82,33022,1,34,1,0,0,0,1,1,0,1,0,1,1,5
0.81,1203,1,30,1,0,0,1,1,1,0,0,1,1,1,4
4.74,4300,0,29,1,0,0,1,0,0,0,0,1,0,0,5
2.16,4673,0,33,1,0,0,1,0,0,1,0,1,0,0,2
0.74,42500,0,32,0,0,0,0,1,0,1,1,0,0,0,6
2.1,20000,0,35,1,0,0,0,1,0,0,1,0,0,0,0
12.52,5532,0,33,1,0,1,1,0,0,0,0,1,0,0,5
4.98,4872,0,31,1,0,1,1,0,1,1,0,1,1,1,2
1.39,2099,0,27,1,0,1,1,0,0,0,0,1,0,0,5
0.16,25,1,32,1,0,1,0,0,1,0,0,0,1,1,6
0.48,5957,0,28,1,1,0,1,0,1,1,1,1,1,1,9
4.76,14931,0,34,1,1,0,1,0,1,0,1,1,1,1,5
3.41,5041,0,32,1,0,0,1,0,0,0,0,1,0,0,6
0.97,6.658706724,0,34,1,0,0,0,0,1,0,0,0,1,1,9
2.32,3313,0,28,1,0,0,1,0,0,1,0,1,0,0,2
1.07,4932,0,29,1,0,0,1,0,1,1,0,1,1,1,9
